checkpoint,group_type,group,n,decision_correct_count,decision_correct_denominator,decision_correct_rate,full_correct_count,full_correct_denominator,full_correct_rate,syntax_valid_count,syntax_valid_denominator,syntax_valid_rate,format_valid_count,format_valid_denominator,format_valid_rate,internally_consistent_count,internally_consistent_denominator,internally_consistent_rate,selected_correct_count,selected_correct_denominator,selected_correct_rate,count_correct_count,count_correct_denominator,count_correct_rate,reason_correct_count,reason_correct_denominator,reason_correct_rate,decision_valid_count,decision_valid_denominator,decision_valid_rate,finished_eos_count,finished_eos_denominator,finished_eos_rate,order_compliant_count,order_compliant_denominator,order_compliant_rate,false_clear_count,false_clear_denominator,false_clear_rate,false_report_count,false_report_denominator,false_report_rate,error_incorrect_complete_answers,error_invalid_strict_json,error_invalid_exact_schema,error_wrong_selection,error_wrong_count,error_wrong_reason,error_inconsistent_execution
validation_uniform_first_i1729,domain,event operations,48,47,48,0.9791666666666666,45,48,0.9375,48,48,1.0,48,48,1.0,45,48,0.9375,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,3,0,0,2,2,0,3
validation_uniform_first_i1729,domain,field survey,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,0,0,1
validation_uniform_first_i1729,domain,grant administration,48,46,48,0.9583333333333334,45,48,0.9375,48,48,1.0,48,48,1.0,45,48,0.9375,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,2,16,0.125,3,0,0,2,2,0,3
validation_uniform_first_i1729,domain,manufacturing quality,48,47,48,0.9791666666666666,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,2,0,0,1,1,0,2
validation_uniform_first_i1729,domain,software release,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_uniform_first_i1729,domain,warehouse dispatch,48,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,1,0,0,0,0,0,1
validation_uniform_first_i1729,family,all__approved_only__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_first_i1729,family,all__approved_only__issues,48,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,1,0,0,0,0,0,1
validation_uniform_first_i1729,family,all__none__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_first_i1729,family,all__none__issues,48,47,48,0.9791666666666666,43,48,0.8958333333333334,48,48,1.0,48,48,1.0,43,48,0.8958333333333334,43,48,0.8958333333333334,45,48,0.9375,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,5,0,0,5,3,0,5
validation_uniform_first_i1729,family,current__approved_only__events,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_uniform_first_i1729,family,current__approved_only__issues,48,47,48,0.9791666666666666,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,2,0,0,2,2,0,2
validation_uniform_first_i1729,family,current__none__events,48,45,48,0.9375,44,48,0.9166666666666666,48,48,1.0,48,48,1.0,44,48,0.9166666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,3,16,0.1875,4,0,0,1,1,0,4
validation_uniform_first_i1729,family,current__none__issues,48,47,48,0.9791666666666666,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,2,0,0,1,1,0,2
validation_uniform_first_i1729,stratum,clear,128,121,128,0.9453125,120,128,0.9375,128,128,1.0,128,128,1.0,120,128,0.9375,125,128,0.9765625,125,128,0.9765625,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,7,128,0.0546875,8,0,0,3,3,0,8
validation_uniform_first_i1729,stratum,control_report,128,128,128,1.0,123,128,0.9609375,128,128,1.0,128,128,1.0,123,128,0.9609375,123,128,0.9609375,125,128,0.9765625,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,5,0,0,5,3,0,5
validation_uniform_first_i1729,stratum,trigger_report,128,128,128,1.0,126,128,0.984375,128,128,1.0,128,128,1.0,126,128,0.984375,126,128,0.984375,126,128,0.984375,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,2,0,0,2,2,0,2
validation_uniform_first_i1729,suite,validation,384,377,384,0.9817708333333334,369,384,0.9609375,384,384,1.0,384,384,1.0,369,384,0.9609375,374,384,0.9739583333333334,376,384,0.9791666666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,7,128,0.0546875,15,0,0,10,8,0,15
validation_uniform_first_i1729,suite_stratum,validation/clear,128,121,128,0.9453125,120,128,0.9375,128,128,1.0,128,128,1.0,120,128,0.9375,125,128,0.9765625,125,128,0.9765625,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,7,128,0.0546875,8,0,0,3,3,0,8
validation_uniform_first_i1729,suite_stratum,validation/control_report,128,128,128,1.0,123,128,0.9609375,128,128,1.0,128,128,1.0,123,128,0.9609375,123,128,0.9609375,125,128,0.9765625,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,5,0,0,5,3,0,5
validation_uniform_first_i1729,suite_stratum,validation/trigger_report,128,128,128,1.0,126,128,0.984375,128,128,1.0,128,128,1.0,126,128,0.984375,126,128,0.984375,126,128,0.984375,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,2,0,0,2,2,0,2
validation_weighted_first_i1729,all,all,384,381,384,0.9921875,365,384,0.9505208333333334,384,384,1.0,384,384,1.0,365,384,0.9505208333333334,367,384,0.9557291666666666,367,384,0.9557291666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,3,128,0.0234375,19,0,0,17,17,0,19
validation_weighted_first_i1729,declared_operator,none,384,381,384,0.9921875,365,384,0.9505208333333334,384,384,1.0,384,384,1.0,365,384,0.9505208333333334,367,384,0.9557291666666666,367,384,0.9557291666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,3,128,0.0234375,19,0,0,17,17,0,19
validation_weighted_first_i1729,designated_operator,collapse_issues,84,84,84,1.0,83,84,0.9880952380952381,84,84,1.0,84,84,1.0,83,84,0.9880952380952381,83,84,0.9880952380952381,83,84,0.9880952380952381,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,0,84,0.0,0,0,,1,0,0,1,1,0,1
validation_weighted_first_i1729,designated_operator,none,128,125,128,0.9765625,122,128,0.953125,128,128,1.0,128,128,1.0,122,128,0.953125,124,128,0.96875,124,128,0.96875,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,3,128,0.0234375,6,0,0,4,4,0,6
validation_weighted_first_i1729,designated_operator,recent_only,86,86,86,1.0,78,86,0.9069767441860465,86,86,1.0,86,86,1.0,78,86,0.9069767441860465,78,86,0.9069767441860465,78,86,0.9069767441860465,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,8,0,0,8,8,0,8
validation_weighted_first_i1729,designated_operator,requested_waivers,86,86,86,1.0,82,86,0.9534883720930233,86,86,1.0,86,86,1.0,82,86,0.9534883720930233,82,86,0.9534883720930233,82,86,0.9534883720930233,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,4,0,0,4,4,0,4
validation_weighted_first_i1729,domain,customer support,48,47,48,0.9791666666666666,43,48,0.8958333333333334,48,48,1.0,48,48,1.0,43,48,0.8958333333333334,44,48,0.9166666666666666,44,48,0.9166666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,5,0,0,4,4,0,5
validation_weighted_first_i1729,domain,data pipeline,48,48,48,1.0,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,2,0,0,2,2,0,2
validation_weighted_first_i1729,domain,event operations,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_weighted_first_i1729,domain,field survey,48,48,48,1.0,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,2,0,0,2,2,0,2
validation_weighted_first_i1729,domain,grant administration,48,47,48,0.9791666666666666,44,48,0.9166666666666666,48,48,1.0,48,48,1.0,44,48,0.9166666666666666,45,48,0.9375,45,48,0.9375,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,4,0,0,3,3,0,4
validation_weighted_first_i1729,domain,manufacturing quality,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_weighted_first_i1729,domain,software release,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_weighted_first_i1729,domain,warehouse dispatch,48,47,48,0.9791666666666666,44,48,0.9166666666666666,48,48,1.0,48,48,1.0,44,48,0.9166666666666666,44,48,0.9166666666666666,44,48,0.9166666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,4,0,0,4,4,0,4
validation_weighted_first_i1729,family,all__approved_only__events,48,48,48,1.0,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,2,0,0,2,2,0,2
validation_weighted_first_i1729,family,all__approved_only__issues,48,47,48,0.9791666666666666,43,48,0.8958333333333334,48,48,1.0,48,48,1.0,43,48,0.8958333333333334,43,48,0.8958333333333334,43,48,0.8958333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,1,16,0.0625,5,0,0,5,5,0,5
validation_weighted_first_i1729,family,all__none__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_weighted_first_i1729,family,all__none__issues,48,48,48,1.0,40,48,0.8333333333333334,48,48,1.0,48,48,1.0,40,48,0.8333333333333334,40,48,0.8333333333333334,40,48,0.8333333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,8,0,0,8,8,0,8
validation_weighted_first_i1729,family,current__approved_only__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_weighted_first_i1729,family,current__approved_only__issues,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_weighted_first_i1729,family,current__none__events,48,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,2,16,0.125,2,0,0,0,0,0,2
validation_weighted_first_i1729,family,current__none__issues,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_weighted_first_i1729,stratum,clear,128,125,128,0.9765625,122,128,0.953125,128,128,1.0,128,128,1.0,122,128,0.953125,124,128,0.96875,124,128,0.96875,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,3,128,0.0234375,6,0,0,4,4,0,6
validation_weighted_first_i1729,stratum,control_report,128,128,128,1.0,121,128,0.9453125,128,128,1.0,128,128,1.0,121,128,0.9453125,121,128,0.9453125,121,128,0.9453125,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,7,0,0,7,7,0,7
validation_weighted_first_i1729,stratum,trigger_report,128,128,128,1.0,122,128,0.953125,128,128,1.0,128,128,1.0,122,128,0.953125,122,128,0.953125,122,128,0.953125,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,6,0,0,6,6,0,6
validation_weighted_first_i1729,suite,validation,384,381,384,0.9921875,365,384,0.9505208333333334,384,384,1.0,384,384,1.0,365,384,0.9505208333333334,367,384,0.9557291666666666,367,384,0.9557291666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,3,128,0.0234375,19,0,0,17,17,0,19
validation_weighted_first_i1729,suite_stratum,validation/clear,128,125,128,0.9765625,122,128,0.953125,128,128,1.0,128,128,1.0,122,128,0.953125,124,128,0.96875,124,128,0.96875,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,3,128,0.0234375,6,0,0,4,4,0,6
validation_weighted_first_i1729,suite_stratum,validation/control_report,128,128,128,1.0,121,128,0.9453125,128,128,1.0,128,128,1.0,121,128,0.9453125,121,128,0.9453125,121,128,0.9453125,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,7,0,0,7,7,0,7
validation_weighted_first_i1729,suite_stratum,validation/trigger_report,128,128,128,1.0,122,128,0.953125,128,128,1.0,128,128,1.0,122,128,0.953125,122,128,0.953125,122,128,0.953125,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,6,0,0,6,6,0,6
validation_uniform_last_i1729,all,all,384,384,384,1.0,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,382,384,0.9947916666666666,382,384,0.9947916666666666,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,declared_operator,none,384,384,384,1.0,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,382,384,0.9947916666666666,382,384,0.9947916666666666,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,designated_operator,collapse_issues,84,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,0,84,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,designated_operator,none,128,128,128,1.0,126,128,0.984375,128,128,1.0,128,128,1.0,126,128,0.984375,126,128,0.984375,126,128,0.984375,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,designated_operator,recent_only,86,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,designated_operator,requested_waivers,86,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,customer support,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,data pipeline,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,event operations,48,48,48,1.0,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,46,48,0.9583333333333334,46,48,0.9583333333333334,46,48,0.9583333333333334,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,domain,field survey,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,grant administration,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,manufacturing quality,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,software release,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,domain,warehouse dispatch,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,all__approved_only__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,all__approved_only__issues,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,all__none__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,all__none__issues,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,current__approved_only__events,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,current__approved_only__issues,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_uniform_last_i1729,family,current__none__events,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_uniform_last_i1729,family,current__none__issues,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_uniform_last_i1729,stratum,clear,128,128,128,1.0,126,128,0.984375,128,128,1.0,128,128,1.0,126,128,0.984375,126,128,0.984375,126,128,0.984375,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,stratum,control_report,128,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,stratum,trigger_report,128,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,suite,validation,384,384,384,1.0,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,382,384,0.9947916666666666,382,384,0.9947916666666666,382,384,0.9947916666666666,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,0,256,0.0,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,suite_stratum,validation/clear,128,128,128,1.0,126,128,0.984375,128,128,1.0,128,128,1.0,126,128,0.984375,126,128,0.984375,126,128,0.984375,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,0,128,0.0,2,0,0,2,2,0,2
validation_uniform_last_i1729,suite_stratum,validation/control_report,128,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,0,0,0,0,0,0,0
validation_uniform_last_i1729,suite_stratum,validation/trigger_report,128,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,128,0.0,0,0,,0,0,0,0,0,0,0
validation_weighted_last_i1729,all,all,384,383,384,0.9973958333333334,380,384,0.9895833333333334,384,384,1.0,384,384,1.0,380,384,0.9895833333333334,380,384,0.9895833333333334,380,384,0.9895833333333334,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,1,256,0.00390625,0,128,0.0,4,0,0,4,4,0,4
validation_weighted_last_i1729,declared_operator,none,384,383,384,0.9973958333333334,380,384,0.9895833333333334,384,384,1.0,384,384,1.0,380,384,0.9895833333333334,380,384,0.9895833333333334,380,384,0.9895833333333334,384,384,1.0,384,384,1.0,384,384,1.0,384,384,1.0,1,256,0.00390625,0,128,0.0,4,0,0,4,4,0,4
validation_weighted_last_i1729,designated_operator,collapse_issues,84,83,84,0.9880952380952381,81,84,0.9642857142857143,84,84,1.0,84,84,1.0,81,84,0.9642857142857143,81,84,0.9642857142857143,81,84,0.9642857142857143,84,84,1.0,84,84,1.0,84,84,1.0,84,84,1.0,1,84,0.011904761904761904,0,0,,3,0,0,3,3,0,3
validation_weighted_last_i1729,designated_operator,none,128,128,128,1.0,127,128,0.9921875,128,128,1.0,128,128,1.0,127,128,0.9921875,127,128,0.9921875,127,128,0.9921875,128,128,1.0,128,128,1.0,128,128,1.0,128,128,1.0,0,0,,0,128,0.0,1,0,0,1,1,0,1
validation_weighted_last_i1729,designated_operator,recent_only,86,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,0,0,0,0,0,0,0
validation_weighted_last_i1729,designated_operator,requested_waivers,86,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,86,86,1.0,0,86,0.0,0,0,,0,0,0,0,0,0,0
validation_weighted_last_i1729,domain,customer support,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
validation_weighted_last_i1729,domain,data pipeline,48,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,0,0,0,0,0,0,0
validation_weighted_last_i1729,domain,event operations,48,48,48,1.0,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,47,48,0.9791666666666666,47,48,0.9791666666666666,47,48,0.9791666666666666,48,48,1.0,48,48,1.0,48,48,1.0,48,48,1.0,0,32,0.0,0,16,0.0,1,0,0,1,1,0,1
